Customer_ID,Age_first,Purchase_Amount_mean,Purchase_Amount_std,Purchase_Amount_count,Rating_mean,Rating_Std,Purchase_Date_min,Purchase_Date_max,Preferred_Payment,Discount_Sensitivity,first_purchase,last_purchase,tenure_days,purchase_frequency,recency_days,total_spent,CLV
12032,48,216.3837761,,1,4.0,,2020-02-25 09:00:00,2020-02-25 09:00:00,Credit Card,0.0,2020-02-25 09:00:00,2020-02-25 09:00:00,1,30.0,1987,216.3837761,77898.159396
12033,33,269.8212879,,1,1.0,,2020-02-26 01:00:00,2020-02-26 01:00:00,Bank Transfer,0.0,2020-02-26 01:00:00,2020-02-26 01:00:00,1,30.0,1986,269.8212879,97135.663644
12043,37,475.6391846,,1,4.0,,2020-03-06 22:00:00,2020-03-06 22:00:00,Bank Transfer,0.0,2020-03-06 22:00:00,2020-03-06 22:00:00,1,30.0,1976,475.6391846,171230.106456
12047,64,92.38913209,,1,5.0,,2020-01-02 01:00:00,2020-01-02 01:00:00,Credit Card,0.0,2020-01-02 01:00:00,2020-01-02 01:00:00,1,30.0,2041,92.38913209,33260.0875524
12048,63,419.20399045,27.59602788316638,2,1.5,0.7071067811865476,2020-01-29 18:00:00,2020-02-06 16:00:00,Cash,0.5,2020-01-29 18:00:00,2020-02-06 16:00:00,7,8.571428571428571,2006,838.4079809,43118.124732
12049,62,477.1835541,,1,3.0,,2020-01-10 22:00:00,2020-01-10 22:00:00,Credit Card,1.0,2020-01-10 22:00:00,2020-01-10 22:00:00,1,30.0,2032,477.1835541,171786.07947599998
12050,34,463.5167197,,1,1.0,,2020-02-25 22:00:00,2020-02-25 22:00:00,PayPal,0.0,2020-02-25 22:00:00,2020-02-25 22:00:00,1,30.0,1986,463.5167197,166866.019092
12051,62,218.6755948,,1,2.0,,2020-02-18 17:00:00,2020-02-18 17:00:00,Cash,0.0,2020-02-18 17:00:00,2020-02-18 17:00:00,1,30.0,1993,218.6755948,78723.21412799999
12056,36,388.3547274,,1,3.0,,2020-03-08 10:00:00,2020-03-08 10:00:00,Bank Transfer,1.0,2020-03-08 10:00:00,2020-03-08 10:00:00,1,30.0,1975,388.3547274,139807.701864
12060,63,201.4515467,,1,2.0,,2020-02-07 08:00:00,2020-02-07 08:00:00,Cash,0.0,2020-02-07 08:00:00,2020-02-07 08:00:00,1,30.0,2005,201.4515467,72522.556812
12062,51,418.6191342,,1,3.0,,2020-01-04 13:00:00,2020-01-04 13:00:00,Bank Transfer,1.0,2020-01-04 13:00:00,2020-01-04 13:00:00,1,30.0,2039,418.6191342,150702.888312
12064,62,418.0517475,,1,2.0,,2020-03-02 02:00:00,2020-03-02 02:00:00,PayPal,0.0,2020-03-02 02:00:00,2020-03-02 02:00:00,1,30.0,1981,418.0517475,150498.6291
12065,56,257.54550919999997,,1,2.0,,2020-02-15 06:00:00,2020-02-15 06:00:00,Bank Transfer,0.0,2020-02-15 06:00:00,2020-02-15 06:00:00,1,30.0,1997,257.54550919999997,92716.38331199999
12071,49,257.54550919999997,,1,3.0,,2020-03-10 13:00:00,2020-03-10 13:00:00,Bank Transfer,0.0,2020-03-10 13:00:00,2020-03-10 13:00:00,1,30.0,1973,257.54550919999997,92716.38331199999
12074,65,194.6494249,,1,4.0,,2020-02-19 07:00:00,2020-02-19 07:00:00,PayPal,0.0,2020-02-19 07:00:00,2020-02-19 07:00:00,1,30.0,1993,194.6494249,70073.792964
12079,56,213.6738907,,1,2.0,,2020-02-14 23:00:00,2020-02-14 23:00:00,Bank Transfer,0.0,2020-02-14 23:00:00,2020-02-14 23:00:00,1,30.0,1997,213.6738907,76922.600652
12082,60,477.0056566,,1,2.0,,2020-01-20 16:00:00,2020-01-20 16:00:00,Bank Transfer,1.0,2020-01-20 16:00:00,2020-01-20 16:00:00,1,30.0,2023,477.0056566,171722.036376
12105,61,102.217991,,1,5.0,,2020-01-26 04:00:00,2020-01-26 04:00:00,PayPal,1.0,2020-01-26 04:00:00,2020-01-26 04:00:00,1,30.0,2017,102.217991,36798.47676
12106,66,140.8598607,,1,4.0,,2020-02-18 02:00:00,2020-02-18 02:00:00,Credit Card,0.0,2020-02-18 02:00:00,2020-02-18 02:00:00,1,30.0,1994,140.8598607,50709.54985200001
12113,69,366.7712013,,1,3.0,,2020-03-12 05:00:00,2020-03-12 05:00:00,Bank Transfer,1.0,2020-03-12 05:00:00,2020-03-12 05:00:00,1,30.0,1971,366.7712013,132037.632468
12116,31,26.36747322,,1,5.0,,2020-02-11 06:00:00,2020-02-11 06:00:00,PayPal,0.0,2020-02-11 06:00:00,2020-02-11 06:00:00,1,30.0,2001,26.36747322,9492.2903592
12120,34,35.05450267,,1,2.0,,2020-02-21 07:00:00,2020-02-21 07:00:00,Bank Transfer,1.0,2020-02-21 07:00:00,2020-02-21 07:00:00,1,30.0,1991,35.05450267,12619.620961199998
12125,45,314.8617928,,1,3.0,,2020-02-03 05:00:00,2020-02-03 05:00:00,Cash,0.0,2020-02-03 05:00:00,2020-02-03 05:00:00,1,30.0,2009,314.8617928,113350.24540799999
12136,22,184.9220091,,1,3.0,,2020-02-08 23:00:00,2020-02-08 23:00:00,PayPal,0.0,2020-02-08 23:00:00,2020-02-08 23:00:00,1,30.0,2003,184.9220091,66571.92327599999
12137,68,278.5788318,,1,1.0,,2020-03-19 18:00:00,2020-03-19 18:00:00,Bank Transfer,0.0,2020-03-19 18:00:00,2020-03-19 18:00:00,1,30.0,1963,278.5788318,100288.379448
12139,53,428.861826,,1,3.0,,2020-02-29 22:00:00,2020-02-29 22:00:00,Credit Card,1.0,2020-02-29 22:00:00,2020-02-29 22:00:00,1,30.0,1982,428.861826,154390.25736
12141,31,165.8247554,,1,3.0,,2020-01-18 21:00:00,2020-01-18 21:00:00,PayPal,0.0,2020-01-18 21:00:00,2020-01-18 21:00:00,1,30.0,2024,165.8247554,59696.91194399999
12143,59,269.555144065,260.7262456536422,2,3.5,2.1213203435596424,2020-01-21 20:00:00,2020-02-16 13:00:00,Bank Transfer,0.5,2020-01-21 20:00:00,2020-02-16 13:00:00,25,2.4,1996,539.11028813,7763.188149071999
12156,45,272.9117888,,1,3.0,,2020-01-23 08:00:00,2020-01-23 08:00:00,Cash,0.0,2020-01-23 08:00:00,2020-01-23 08:00:00,1,30.0,2020,272.9117888,98248.243968
12162,43,443.403302,,1,3.0,,2020-02-29 11:00:00,2020-02-29 11:00:00,Cash,0.0,2020-02-29 11:00:00,2020-02-29 11:00:00,1,30.0,1983,443.403302,159625.18872
12180,69,390.4317706,,1,3.0,,2020-01-31 14:00:00,2020-01-31 14:00:00,PayPal,0.0,2020-01-31 14:00:00,2020-01-31 14:00:00,1,30.0,2012,390.4317706,140555.437416
12190,28,452.30418165000003,19.82227596018797,2,1.5,0.7071067811865476,2020-02-09 07:00:00,2020-03-17 18:00:00,Credit Card,0.5,2020-02-09 07:00:00,2020-03-17 18:00:00,37,1.6216216216216215,1965,904.6083633000001,8801.594886162162
12192,29,354.3636098,,1,3.0,,2020-02-09 10:00:00,2020-02-09 10:00:00,Credit Card,1.0,2020-02-09 10:00:00,2020-02-09 10:00:00,1,30.0,2003,354.3636098,127570.89952800001
12193,48,248.3404585,,1,1.0,,2020-01-28 15:00:00,2020-01-28 15:00:00,Cash,0.0,2020-01-28 15:00:00,2020-01-28 15:00:00,1,30.0,2015,248.3404585,89402.56506000001
12198,34,458.5817639,,1,3.0,,2020-02-17 03:00:00,2020-02-17 03:00:00,Credit Card,0.0,2020-02-17 03:00:00,2020-02-17 03:00:00,1,30.0,1995,458.5817639,165089.435004
12200,64,91.54299931,,1,3.0,,2020-01-11 20:00:00,2020-01-11 20:00:00,Bank Transfer,1.0,2020-01-11 20:00:00,2020-01-11 20:00:00,1,30.0,2031,91.54299931,32955.4797516
12203,67,262.6180271,,1,5.0,,2020-03-13 13:00:00,2020-03-13 13:00:00,Bank Transfer,0.0,2020-03-13 13:00:00,2020-03-13 13:00:00,1,30.0,1970,262.6180271,94542.48975600001
12204,43,291.4699567,,1,5.0,,2020-02-10 06:00:00,2020-02-10 06:00:00,Credit Card,1.0,2020-02-10 06:00:00,2020-02-10 06:00:00,1,30.0,2002,291.4699567,104929.184412
12205,63,97.41514345,,1,2.0,,2020-01-13 14:00:00,2020-01-13 14:00:00,Cash,0.0,2020-01-13 14:00:00,2020-01-13 14:00:00,1,30.0,2030,97.41514345,35069.451642
12219,55,332.1721727,,1,4.0,,2020-02-07 06:00:00,2020-02-07 06:00:00,Cash,0.0,2020-02-07 06:00:00,2020-02-07 06:00:00,1,30.0,2005,332.1721727,119581.98217199999
12243,59,359.3838191,,1,1.0,,2020-02-10 11:00:00,2020-02-10 11:00:00,Cash,0.0,2020-02-10 11:00:00,2020-02-10 11:00:00,1,30.0,2002,359.3838191,129378.174876
12255,32,203.997954,108.74528154145057,2,4.0,1.4142135623730951,2020-01-11 06:00:00,2020-03-05 01:00:00,Bank Transfer,0.0,2020-01-11 06:00:00,2020-03-05 01:00:00,53,1.1320754716981132,1978,407.995908,2993.72775018382
12265,61,432.2691815,,1,2.0,,2020-02-27 07:00:00,2020-02-27 07:00:00,Credit Card,1.0,2020-02-27 07:00:00,2020-02-27 07:00:00,1,30.0,1985,432.2691815,155616.90534
12278,63,277.3256466,,1,3.0,,2020-03-11 23:00:00,2020-03-11 23:00:00,PayPal,1.0,2020-03-11 23:00:00,2020-03-11 23:00:00,1,30.0,1971,277.3256466,99837.232776
12289,65,94.60212654,,1,1.0,,2020-03-14 13:00:00,2020-03-14 13:00:00,Credit Card,0.0,2020-03-14 13:00:00,2020-03-14 13:00:00,1,30.0,1969,94.60212654,34056.7655544
12322,27,32.88193076,,1,4.0,,2020-02-22 01:00:00,2020-02-22 01:00:00,Bank Transfer,0.0,2020-02-22 01:00:00,2020-02-22 01:00:00,1,30.0,1990,32.88193076,11837.495073600001
12327,25,326.97528705,98.18853346802112,2,3.0,2.8284271247461903,2020-01-09 06:00:00,2020-01-13 18:00:00,Bank Transfer,0.0,2020-01-09 06:00:00,2020-01-13 18:00:00,4,15.0,2029,653.9505741,58855.55166900001
12336,18,359.073074,,1,1.0,,2020-02-10 09:00:00,2020-02-10 09:00:00,Cash,0.0,2020-02-10 09:00:00,2020-02-10 09:00:00,1,30.0,2002,359.073074,129266.30664000001
12343,34,477.5866363,,1,2.0,,2020-02-21 08:00:00,2020-02-21 08:00:00,Cash,0.0,2020-02-21 08:00:00,2020-02-21 08:00:00,1,30.0,1991,477.5866363,171931.189068
12349,20,439.6554093,,1,1.0,,2020-03-22 16:00:00,2020-03-22 16:00:00,PayPal,0.0,2020-03-22 16:00:00,2020-03-22 16:00:00,1,30.0,1961,439.6554093,158275.94734800002
12353,56,139.0677699,,1,5.0,,2020-03-03 03:00:00,2020-03-03 03:00:00,PayPal,1.0,2020-03-03 03:00:00,2020-03-03 03:00:00,1,30.0,1980,139.0677699,50064.39716400001
12356,56,289.0220147,,1,4.0,,2020-03-09 18:00:00,2020-03-09 18:00:00,PayPal,0.0,2020-03-09 18:00:00,2020-03-09 18:00:00,1,30.0,1973,289.0220147,104047.925292
12359,30,167.1745629,,1,4.0,,2020-03-20 01:00:00,2020-03-20 01:00:00,Cash,0.0,2020-03-20 01:00:00,2020-03-20 01:00:00,1,30.0,1963,167.1745629,60182.842644000004
12365,47,257.54550919999997,,1,5.0,,2020-03-11 18:00:00,2020-03-11 18:00:00,PayPal,1.0,2020-03-11 18:00:00,2020-03-11 18:00:00,1,30.0,1971,257.54550919999997,92716.38331199999
12368,49,60.75251739,,1,2.0,,2020-01-15 18:00:00,2020-01-15 18:00:00,Credit Card,1.0,2020-01-15 18:00:00,2020-01-15 18:00:00,1,30.0,2027,60.75251739,21870.9062604
12371,34,303.6958189,,1,5.0,,2020-02-10 22:00:00,2020-02-10 22:00:00,Bank Transfer,0.0,2020-02-10 22:00:00,2020-02-10 22:00:00,1,30.0,2001,303.6958189,109330.49480400002
12382,62,477.0569937,,1,3.0,,2020-03-02 11:00:00,2020-03-02 11:00:00,Cash,0.0,2020-03-02 11:00:00,2020-03-02 11:00:00,1,30.0,1981,477.0569937,171740.517732
12383,18,30.60195008,,1,3.0,,2020-02-29 20:00:00,2020-02-29 20:00:00,Credit Card,0.0,2020-02-29 20:00:00,2020-02-29 20:00:00,1,30.0,1982,30.60195008,11016.7020288
12385,59,456.5048121,,1,3.0,,2020-01-10 10:00:00,2020-01-10 10:00:00,Credit Card,0.0,2020-01-10 10:00:00,2020-01-10 10:00:00,1,30.0,2033,456.5048121,164341.732356
12393,25,316.6706146,,1,2.0,,2020-02-02 10:00:00,2020-02-02 10:00:00,PayPal,0.0,2020-02-02 10:00:00,2020-02-02 10:00:00,1,30.0,2010,316.6706146,114001.42125600002
12396,29,161.0939846,,1,4.0,,2020-02-29 10:00:00,2020-02-29 10:00:00,PayPal,1.0,2020-02-29 10:00:00,2020-02-29 10:00:00,1,30.0,1983,161.0939846,57993.834456
12403,41,71.79032103,,1,4.0,,2020-03-01 19:00:00,2020-03-01 19:00:00,PayPal,0.0,2020-03-01 19:00:00,2020-03-01 19:00:00,1,30.0,1981,71.79032103,25844.5155708
12419,43,181.2477393,,1,3.0,,2020-02-23 22:00:00,2020-02-23 22:00:00,Credit Card,1.0,2020-02-23 22:00:00,2020-02-23 22:00:00,1,30.0,1988,181.2477393,65249.18614800001
12421,44,205.28642,,1,5.0,,2020-02-22 18:00:00,2020-02-22 18:00:00,Bank Transfer,0.0,2020-02-22 18:00:00,2020-02-22 18:00:00,1,30.0,1989,205.28642,73903.1112
12427,28,25.0837201,,1,5.0,,2020-01-19 23:00:00,2020-01-19 23:00:00,PayPal,1.0,2020-01-19 23:00:00,2020-01-19 23:00:00,1,30.0,2023,25.0837201,9030.139236
12428,31,272.0610058,20.52801215630056,2,1.5,0.7071067811865476,2020-03-03 12:00:00,2020-03-23 17:00:00,Credit Card,0.0,2020-03-03 12:00:00,2020-03-23 17:00:00,20,3.0,1959,544.1220116,9794.1962088
12430,28,82.70883533,,1,1.0,,2020-03-08 22:00:00,2020-03-08 22:00:00,Cash,0.0,2020-03-08 22:00:00,2020-03-08 22:00:00,1,30.0,1974,82.70883533,29775.1807188
12433,22,290.29017675,107.59780428400092,2,3.5,0.7071067811865476,2020-01-01 13:00:00,2020-03-06 09:00:00,Credit Card,0.0,2020-01-01 13:00:00,2020-03-06 09:00:00,64,0.9375,1977,580.5803535,3265.7644884375004
12443,64,141.1567123,,1,4.0,,2020-02-11 12:00:00,2020-02-11 12:00:00,Bank Transfer,1.0,2020-02-11 12:00:00,2020-02-11 12:00:00,1,30.0,2001,141.1567123,50816.416428000004
12454,66,366.5207382,,1,2.0,,2020-01-05 09:00:00,2020-01-05 09:00:00,Cash,0.0,2020-01-05 09:00:00,2020-01-05 09:00:00,1,30.0,2038,366.5207382,131947.465752
12466,59,257.54550919999997,,1,3.0,,2020-02-27 19:00:00,2020-02-27 19:00:00,Cash,1.0,2020-02-27 19:00:00,2020-02-27 19:00:00,1,30.0,1984,257.54550919999997,92716.38331199999
12469,32,346.0687013,,1,1.0,,2020-03-01 06:00:00,2020-03-01 06:00:00,Cash,0.0,2020-03-01 06:00:00,2020-03-01 06:00:00,1,30.0,1982,346.0687013,124584.732468
12472,48,243.87272166999998,264.54276059424495,2,2.5,0.7071067811865476,2020-02-05 00:00:00,2020-03-23 03:00:00,Cash,0.5,2020-02-05 00:00:00,2020-03-23 03:00:00,47,1.2765957446808511,1960,487.74544333999995,3735.922544731915
12475,19,171.6097463,,1,4.0,,2020-03-23 09:00:00,2020-03-23 09:00:00,Bank Transfer,0.0,2020-03-23 09:00:00,2020-03-23 09:00:00,1,30.0,1960,171.6097463,61779.508668
12479,37,221.5490837,,1,5.0,,2020-01-18 23:00:00,2020-01-18 23:00:00,Credit Card,1.0,2020-01-18 23:00:00,2020-01-18 23:00:00,1,30.0,2024,221.5490837,79757.670132
12482,32,428.5911694,,1,3.0,,2020-02-14 19:00:00,2020-02-14 19:00:00,PayPal,0.0,2020-02-14 19:00:00,2020-02-14 19:00:00,1,30.0,1997,428.5911694,154292.82098400002
12489,20,257.54550919999997,,1,3.0,,2020-01-19 10:00:00,2020-01-19 10:00:00,PayPal,1.0,2020-01-19 10:00:00,2020-01-19 10:00:00,1,30.0,2024,257.54550919999997,92716.38331199999
12491,43,243.2310283,,1,3.0,,2020-01-16 14:00:00,2020-01-16 14:00:00,Credit Card,0.0,2020-01-16 14:00:00,2020-01-16 14:00:00,1,30.0,2027,243.2310283,87563.17018799999
12502,20,353.0922471,,1,5.0,,2020-01-22 17:00:00,2020-01-22 17:00:00,Cash,1.0,2020-01-22 17:00:00,2020-01-22 17:00:00,1,30.0,2020,353.0922471,127113.20895599999
12504,43,426.6463809,,1,4.0,,2020-01-21 12:00:00,2020-01-21 12:00:00,Credit Card,0.0,2020-01-21 12:00:00,2020-01-21 12:00:00,1,30.0,2022,426.6463809,153592.697124
12511,36,416.1756467,,1,3.0,,2020-01-09 17:00:00,2020-01-09 17:00:00,Credit Card,0.0,2020-01-09 17:00:00,2020-01-09 17:00:00,1,30.0,2033,416.1756467,149823.23281200003
12538,37,72.83267418,,1,3.0,,2020-02-16 16:00:00,2020-02-16 16:00:00,Bank Transfer,0.0,2020-02-16 16:00:00,2020-02-16 16:00:00,1,30.0,1996,72.83267418,26219.7627048
12539,48,267.3490781,,1,2.0,,2020-01-24 01:00:00,2020-01-24 01:00:00,Cash,0.0,2020-01-24 01:00:00,2020-01-24 01:00:00,1,30.0,2019,267.3490781,96245.66811599999
12541,51,93.79531866,,1,5.0,,2020-02-18 16:00:00,2020-02-18 16:00:00,PayPal,1.0,2020-02-18 16:00:00,2020-02-18 16:00:00,1,30.0,1994,93.79531866,33766.314717600006
12551,51,166.8053847,,1,3.0,,2020-02-06 05:00:00,2020-02-06 05:00:00,PayPal,0.0,2020-02-06 05:00:00,2020-02-06 05:00:00,1,30.0,2006,166.8053847,60049.938491999994
12557,49,294.1813705,,1,2.0,,2020-01-11 17:00:00,2020-01-11 17:00:00,Credit Card,0.0,2020-01-11 17:00:00,2020-01-11 17:00:00,1,30.0,2031,294.1813705,105905.29337999999
12558,26,363.1999951,,1,4.0,,2020-01-01 23:00:00,2020-01-01 23:00:00,Bank Transfer,0.0,2020-01-01 23:00:00,2020-01-01 23:00:00,1,30.0,2041,363.1999951,130751.99823600001
12560,52,333.6608836,,1,3.0,,2020-02-08 04:00:00,2020-02-08 04:00:00,PayPal,0.0,2020-02-08 04:00:00,2020-02-08 04:00:00,1,30.0,2004,333.6608836,120117.91809600001
12568,18,242.4195296,,1,4.0,,2020-01-04 16:00:00,2020-01-04 16:00:00,PayPal,0.0,2020-01-04 16:00:00,2020-01-04 16:00:00,1,30.0,2039,242.4195296,87271.030656
12573,64,101.5056795,,1,2.0,,2020-02-18 08:00:00,2020-02-18 08:00:00,Cash,0.0,2020-02-18 08:00:00,2020-02-18 08:00:00,1,30.0,1994,101.5056795,36542.04462
12590,22,192.0445919,,1,5.0,,2020-02-05 17:00:00,2020-02-05 17:00:00,Credit Card,1.0,2020-02-05 17:00:00,2020-02-05 17:00:00,1,30.0,2006,192.0445919,69136.053084
12593,58,398.8596866,,1,3.0,,2020-02-02 11:00:00,2020-02-02 11:00:00,Cash,0.0,2020-02-02 11:00:00,2020-02-02 11:00:00,1,30.0,2010,398.8596866,143589.487176
12599,22,260.0058077,,1,1.0,,2020-02-18 09:00:00,2020-02-18 09:00:00,PayPal,0.0,2020-02-18 09:00:00,2020-02-18 09:00:00,1,30.0,1994,260.0058077,93602.090772
12604,48,194.0678804,,1,1.0,,2020-03-01 02:00:00,2020-03-01 02:00:00,Cash,0.0,2020-03-01 02:00:00,2020-03-01 02:00:00,1,30.0,1982,194.0678804,69864.436944
12612,47,257.54550919999997,,1,5.0,,2020-01-02 20:00:00,2020-01-02 20:00:00,Credit Card,0.0,2020-01-02 20:00:00,2020-01-02 20:00:00,1,30.0,2040,257.54550919999997,92716.38331199999
12632,38,340.1187074,,1,3.0,,2020-02-26 09:00:00,2020-02-26 09:00:00,Credit Card,0.0,2020-02-26 09:00:00,2020-02-26 09:00:00,1,30.0,1986,340.1187074,122442.734664
12635,35,31.07684255,,1,3.0,,2020-02-08 01:00:00,2020-02-08 01:00:00,Credit Card,0.0,2020-02-08 01:00:00,2020-02-08 01:00:00,1,30.0,2004,31.07684255,11187.663317999999
12645,38,29.73629974,,1,3.0,,2020-02-10 12:00:00,2020-02-10 12:00:00,PayPal,1.0,2020-02-10 12:00:00,2020-02-10 12:00:00,1,30.0,2002,29.73629974,10705.0679064
12665,68,479.3314687,,1,2.0,,2020-03-24 07:00:00,2020-03-24 07:00:00,PayPal,0.0,2020-03-24 07:00:00,2020-03-24 07:00:00,1,30.0,1959,479.3314687,172559.328732
12667,21,218.4612852,,1,3.0,,2020-02-24 10:00:00,2020-02-24 10:00:00,PayPal,0.0,2020-02-24 10:00:00,2020-02-24 10:00:00,1,30.0,1988,218.4612852,78646.062672
12674,55,53.59801258,,1,3.0,,2020-02-11 03:00:00,2020-02-11 03:00:00,Credit Card,0.0,2020-02-11 03:00:00,2020-02-11 03:00:00,1,30.0,2001,53.59801258,19295.2845288
12679,35,471.9582805,,1,2.0,,2020-02-18 01:00:00,2020-02-18 01:00:00,Bank Transfer,1.0,2020-02-18 01:00:00,2020-02-18 01:00:00,1,30.0,1994,471.9582805,169904.98098
12681,27,327.69379605,197.0287088977086,2,1.0,0.0,2020-01-24 08:00:00,2020-02-19 18:00:00,Bank Transfer,0.0,2020-01-24 08:00:00,2020-02-19 18:00:00,26,2.3076923076923075,1992,655.3875921,9074.597429076923
12693,47,342.6832579,,1,1.0,,2020-01-07 02:00:00,2020-01-07 02:00:00,Credit Card,0.0,2020-01-07 02:00:00,2020-01-07 02:00:00,1,30.0,2036,342.6832579,123365.972844
12695,65,71.55022472,,1,1.0,,2020-01-04 19:00:00,2020-01-04 19:00:00,Bank Transfer,0.0,2020-01-04 19:00:00,2020-01-04 19:00:00,1,30.0,2038,71.55022472,25758.080899200002
12703,54,406.6418727,,1,3.0,,2020-01-26 21:00:00,2020-01-26 21:00:00,Bank Transfer,0.0,2020-01-26 21:00:00,2020-01-26 21:00:00,1,30.0,2016,406.6418727,146391.074172
12708,64,313.6332678,79.32006889522823,2,5.0,0.0,2020-02-12 22:00:00,2020-02-22 15:00:00,Cash,0.5,2020-02-12 22:00:00,2020-02-22 15:00:00,9,6.666666666666667,1990,627.2665356,25090.661424
12711,30,257.54550919999997,,1,3.0,,2020-02-20 15:00:00,2020-02-20 15:00:00,Cash,0.0,2020-02-20 15:00:00,2020-02-20 15:00:00,1,30.0,1992,257.54550919999997,92716.38331199999
12712,61,476.9779263,,1,2.0,,2020-02-09 09:00:00,2020-02-09 09:00:00,Credit Card,1.0,2020-02-09 09:00:00,2020-02-09 09:00:00,1,30.0,2003,476.9779263,171712.053468
12713,21,342.6503339,,1,2.0,,2020-02-14 03:00:00,2020-02-14 03:00:00,Bank Transfer,0.0,2020-02-14 03:00:00,2020-02-14 03:00:00,1,30.0,1998,342.6503339,123354.120204
12717,62,417.6999622,,1,3.0,,2020-02-15 00:00:00,2020-02-15 00:00:00,PayPal,0.0,2020-02-15 00:00:00,2020-02-15 00:00:00,1,30.0,1997,417.6999622,150371.986392
12719,27,282.1993994,,1,2.0,,2020-03-01 14:00:00,2020-03-01 14:00:00,Bank Transfer,0.0,2020-03-01 14:00:00,2020-03-01 14:00:00,1,30.0,1982,282.1993994,101591.783784
12720,60,418.1979012,,1,5.0,,2020-03-07 09:00:00,2020-03-07 09:00:00,Cash,0.0,2020-03-07 09:00:00,2020-03-07 09:00:00,1,30.0,1976,418.1979012,150551.24443199998
12731,24,257.54550919999997,,1,4.0,,2020-01-05 11:00:00,2020-01-05 11:00:00,Cash,0.0,2020-01-05 11:00:00,2020-01-05 11:00:00,1,30.0,2038,257.54550919999997,92716.38331199999
12733,27,87.83781905,,1,2.0,,2020-01-14 16:00:00,2020-01-14 16:00:00,Credit Card,1.0,2020-01-14 16:00:00,2020-01-14 16:00:00,1,30.0,2029,87.83781905,31621.614857999997
12734,63,306.0155211,68.54694819736534,2,4.0,1.4142135623730951,2020-01-02 06:00:00,2020-03-13 08:00:00,Credit Card,0.5,2020-01-02 06:00:00,2020-03-13 08:00:00,71,0.8450704225352113,1970,612.0310422,3103.2559886197178
12736,62,257.54550919999997,,1,1.0,,2020-02-27 15:00:00,2020-02-27 15:00:00,Cash,1.0,2020-02-27 15:00:00,2020-02-27 15:00:00,1,30.0,1985,257.54550919999997,92716.38331199999
12738,43,36.52586012,,1,3.0,,2020-01-20 03:00:00,2020-01-20 03:00:00,PayPal,0.0,2020-01-20 03:00:00,2020-01-20 03:00:00,1,30.0,2023,36.52586012,13149.3096432
12739,41,47.59641224,,1,2.0,,2020-02-05 01:00:00,2020-02-05 01:00:00,Bank Transfer,0.0,2020-02-05 01:00:00,2020-02-05 01:00:00,1,30.0,2007,47.59641224,17134.7084064
12740,56,257.54550919999997,,1,5.0,,2020-03-14 12:00:00,2020-03-14 12:00:00,Bank Transfer,0.0,2020-03-14 12:00:00,2020-03-14 12:00:00,1,30.0,1969,257.54550919999997,92716.38331199999
12744,34,28.2544015,,1,2.0,,2020-01-18 18:00:00,2020-01-18 18:00:00,Credit Card,1.0,2020-01-18 18:00:00,2020-01-18 18:00:00,1,30.0,2024,28.2544015,10171.58454
12745,55,337.9128071,4.867331485952758,2,3.5,0.7071067811865476,2020-01-27 10:00:00,2020-02-29 12:00:00,Cash,0.5,2020-01-27 10:00:00,2020-02-29 12:00:00,33,1.8181818181818181,1983,675.8256142,7372.643064
12747,54,486.3270367,,1,5.0,,2020-01-02 02:00:00,2020-01-02 02:00:00,Credit Card,1.0,2020-01-02 02:00:00,2020-01-02 02:00:00,1,30.0,2041,486.3270367,175077.733212
12752,38,134.3114467,,1,3.0,,2020-03-02 23:00:00,2020-03-02 23:00:00,Bank Transfer,0.0,2020-03-02 23:00:00,2020-03-02 23:00:00,1,30.0,1980,134.3114467,48352.120812
12768,27,64.18730854,,1,3.0,,2020-02-18 06:00:00,2020-02-18 06:00:00,Credit Card,0.0,2020-02-18 06:00:00,2020-02-18 06:00:00,1,30.0,1994,64.18730854,23107.431074400003
12772,41,109.5454292,,1,2.0,,2020-03-17 14:00:00,2020-03-17 14:00:00,Cash,1.0,2020-03-17 14:00:00,2020-03-17 14:00:00,1,30.0,1966,109.5454292,39436.354512000005
12779,55,342.6002319,,1,1.0,,2020-01-27 22:00:00,2020-01-27 22:00:00,Credit Card,0.0,2020-01-27 22:00:00,2020-01-27 22:00:00,1,30.0,2015,342.6002319,123336.083484
12782,57,308.6885816,,1,4.0,,2020-01-22 19:00:00,2020-01-22 19:00:00,Credit Card,1.0,2020-01-22 19:00:00,2020-01-22 19:00:00,1,30.0,2020,308.6885816,111127.889376
12786,63,464.9758168,,1,2.0,,2020-01-21 14:00:00,2020-01-21 14:00:00,Cash,0.0,2020-01-21 14:00:00,2020-01-21 14:00:00,1,30.0,2022,464.9758168,167391.294048
12790,33,159.6615294,,1,5.0,,2020-01-06 08:00:00,2020-01-06 08:00:00,Credit Card,1.0,2020-01-06 08:00:00,2020-01-06 08:00:00,1,30.0,2037,159.6615294,57478.150584
12797,43,466.7592424,,1,1.0,,2020-02-03 13:00:00,2020-02-03 13:00:00,Cash,0.0,2020-02-03 13:00:00,2020-02-03 13:00:00,1,30.0,2009,466.7592424,168033.327264
12806,47,214.9493996,,1,4.0,,2020-01-15 08:00:00,2020-01-15 08:00:00,PayPal,0.0,2020-01-15 08:00:00,2020-01-15 08:00:00,1,30.0,2028,214.9493996,77381.783856
